"Category","Corpus","Filename","Title","Source","Passageid","TermsCount","TotalOccur","TermList","Detail"
"PersonName","貞觀政要樣本","ZGZY_Juan03_markus_p0008","ZGZY-Juan03-markus_p0008","ZGZY-Juan03-markus","1","4","7","太宗,房玄齡,隋煬帝,岑文本","太宗(4),房玄齡(1),隋煬帝(1),岑文本(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan03_markus_p0010","ZGZY-Juan03-markus_p0010","ZGZY-Juan03-markus","1","3","5","太宗,玄齡,房玄齡","太宗(2),玄齡(2),房玄齡(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan03_markus_p0011","ZGZY-Juan03-markus_p0011","ZGZY-Juan03-markus","1","1","1","太宗","太宗(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan03_markus_p0012","ZGZY-Juan03-markus_p0012","ZGZY-Juan03-markus","1","1","2","太宗","太宗(2)"
"PersonName","貞觀政要樣本","ZGZY_Juan03_markus_p0013","ZGZY-Juan03-markus_p0013","ZGZY-Juan03-markus","1","3","3","太宗,房玄齡,杜如晦","太宗(1),房玄齡(1),杜如晦(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan03_markus_p0014","ZGZY-Juan03-markus_p0014","ZGZY-Juan03-markus","1","3","4","太宗,杜如晦,如晦","太宗(2),杜如晦(1),如晦(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan03_markus_p0015","ZGZY-Juan03-markus_p0015","ZGZY-Juan03-markus","1","2","2","太宗,魏徵","太宗(1),魏徵(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan03_markus_p0016","ZGZY-Juan03-markus_p0016","ZGZY-Juan03-markus","1","2","2","馬周,太宗","馬周(1),太宗(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan03_markus_p0017","ZGZY-Juan03-markus_p0017","ZGZY-Juan03-markus","1","3","3","劉洎,魏徵,杜正倫","劉洎(1),魏徵(1),杜正倫(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan03_markus_p0018","ZGZY-Juan03-markus_p0018","ZGZY-Juan03-markus","1","2","2","太宗,魏徵","太宗(1),魏徵(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan03_markus_p0019","ZGZY-Juan03-markus_p0019","ZGZY-Juan03-markus","1","1","1","魏徵","魏徵(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan03_markus_p0020","ZGZY-Juan03-markus_p0020","ZGZY-Juan03-markus","1","4","7","李緯,太宗,房玄齡,玄齡","李緯(3),太宗(2),房玄齡(1),玄齡(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan03_markus_p0022","ZGZY-Juan03-markus_p0022","ZGZY-Juan03-markus","1","10","12","玄齡,太宗,房玄齡,杜如晦,長孫無忌,淮安王,神通,高祖,賈,澤","玄齡(2),太宗(2),房玄齡(1),杜如晦(1),長孫無忌(1),淮安王(1),神通(1),高祖(1),賈(1),澤(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan03_markus_p0023","ZGZY-Juan03-markus_p0023","ZGZY-Juan03-markus","1","49","50","太宗,光武,荊王,元景,吳王,恪,長孫無忌,房玄齡,李百藥,堯,舜,文,武,禹,湯,李斯,王綰,將閭,子嬰,帝子,羿,浞,高貴,申,呂后,曹元首,陳靈,徵舒,衛宣,壽,朔,哀,平,桓,靈,勛,華,大舜,文王,大禹,帝堯,公旦,文命,馬周,朱,均,子文,欒黶,陸士衡","太宗(2),光武(1),荊王(1),元景(1),吳王(1),恪(1),長孫無忌(1),房玄齡(1),李百藥(1),堯(1),舜(1),文(1),武(1),禹(1),湯(1),李斯(1),王綰(1),將閭(1),子嬰(1),帝子(1),羿(1),浞(1),高貴(1),申(1),呂后(1),曹元首(1),陳靈(1),徵舒(1),衛宣(1),壽(1),朔(1),哀(1),平(1),桓(1),靈(1),勛(1),華(1),大舜(1),文王(1),大禹(1),帝堯(1),公旦(1),文命(1),馬周(1),朱(1),均(1),子文(1),欒黶(1),陸士衡(1)"
"Date","貞觀政要樣本","ZGZY_Juan02_markus_p0005","ZGZY-Juan02-markus_p0005","ZGZY-Juan02-markus","1","4","4","貞觀元年,三年,十三年,十六年","貞觀元年(1),三年(1),十三年(1),十六年(1)"
"Date","貞觀政要樣本","ZGZY_Juan02_markus_p0006","ZGZY-Juan02-markus_p0006","ZGZY-Juan02-markus","1","8","9","貞觀,武德初,武德末,三年,六年,七年,十二年,十七年","貞觀(2),武德初(1),武德末(1),三年(1),六年(1),七年(1),十二年(1),十七年(1)"
"Date","貞觀政要樣本","ZGZY_Juan02_markus_p0007","ZGZY-Juan02-markus_p0007","ZGZY-Juan02-markus","1","3","3","武德中,貞觀元年,二年","武德中(1),貞觀元年(1),二年(1)"
"Date","貞觀政要樣本","ZGZY_Juan02_markus_p0008","ZGZY-Juan02-markus_p0008","ZGZY-Juan02-markus","1","6","7","長安,大業末,武德中,貞觀二年,三年,四年","長安(2),大業末(1),武德中(1),貞觀二年(1),三年(1),四年(1)"
"Date","貞觀政要樣本","ZGZY_Juan02_markus_p0009","ZGZY-Juan02-markus_p0009","ZGZY-Juan02-markus","1","2","2","貞觀初,貞觀七年","貞觀初(1),貞觀七年(1)"
"Date","貞觀政要樣本","ZGZY_Juan02_markus_p0010","ZGZY-Juan02-markus_p0010","ZGZY-Juan02-markus","1","4","4","武德二年,貞觀元年,十七年,貞觀","武德二年(1),貞觀元年(1),十七年(1),貞觀(1)"
"Date","貞觀政要樣本","ZGZY_Juan02_markus_p0011","ZGZY-Juan02-markus_p0011","ZGZY-Juan02-markus","1","2","2","貞觀五年,十八年","貞觀五年(1),十八年(1)"
"Date","貞觀政要樣本","ZGZY_Juan02_markus_p0013","ZGZY-Juan02-markus_p0013","ZGZY-Juan02-markus","1","1","1","貞觀初","貞觀初(1)"
"Date","貞觀政要樣本","ZGZY_Juan02_markus_p0014","ZGZY-Juan02-markus_p0014","ZGZY-Juan02-markus","1","1","1","貞觀元年","貞觀元年(1)"
"Date","貞觀政要樣本","ZGZY_Juan02_markus_p0015","ZGZY-Juan02-markus_p0015","ZGZY-Juan02-markus","1","1","1","貞觀二年","貞觀二年(1)"
"Date","貞觀政要樣本","ZGZY_Juan02_markus_p0016","ZGZY-Juan02-markus_p0016","ZGZY-Juan02-markus","1","1","1","貞觀五年","貞觀五年(1)"
"Date","貞觀政要樣本","ZGZY_Juan02_markus_p0017","ZGZY-Juan02-markus_p0017","ZGZY-Juan02-markus","1","1","1","貞觀八年","貞觀八年(1)"
"Date","貞觀政要樣本","ZGZY_Juan02_markus_p0018","ZGZY-Juan02-markus_p0018","ZGZY-Juan02-markus","1","1","1","貞觀十五年","貞觀十五年(1)"
"Date","貞觀政要樣本","ZGZY_Juan02_markus_p0019","ZGZY-Juan02-markus_p0019","ZGZY-Juan02-markus","1","1","1","貞觀十六年","貞觀十六年(1)"
"Date","貞觀政要樣本","ZGZY_Juan02_markus_p0020","ZGZY-Juan02-markus_p0020","ZGZY-Juan02-markus","1","1","1","貞觀十七年","貞觀十七年(1)"
"Date","貞觀政要樣本","ZGZY_Juan02_markus_p0022","ZGZY-Juan02-markus_p0022","ZGZY-Juan02-markus","1","1","1","貞觀初","貞觀初(1)"
"Date","貞觀政要樣本","ZGZY_Juan02_markus_p0023","ZGZY-Juan02-markus_p0023","ZGZY-Juan02-markus","1","1","1","貞觀三年","貞觀三年(1)"
"Date","貞觀政要樣本","ZGZY_Juan02_markus_p0024","ZGZY-Juan02-markus_p0024","ZGZY-Juan02-markus","1","2","2","貞觀四年,乾元","貞觀四年(1),乾元(1)"
"Date","貞觀政要樣本","ZGZY_Juan02_markus_p0026","ZGZY-Juan02-markus_p0026","ZGZY-Juan02-markus","1","1","1","貞觀六年","貞觀六年(1)"
"Date","貞觀政要樣本","ZGZY_Juan02_markus_p0028","ZGZY-Juan02-markus_p0028","ZGZY-Juan02-markus","1","1","1","貞觀七年","貞觀七年(1)"
"Date","貞觀政要樣本","ZGZY_Juan02_markus_p0029","ZGZY-Juan02-markus_p0029","ZGZY-Juan02-markus","1","1","1","貞觀三年","貞觀三年(1)"
"Date","貞觀政要樣本","ZGZY_Juan02_markus_p0030","ZGZY-Juan02-markus_p0030","ZGZY-Juan02-markus","1","1","1","貞觀八年","貞觀八年(1)"
"Date","貞觀政要樣本","ZGZY_Juan02_markus_p0031","ZGZY-Juan02-markus_p0031","ZGZY-Juan02-markus","1","2","3","光武,貞觀中","光武(2),貞觀中(1)"
"Date","貞觀政要樣本","ZGZY_Juan02_markus_p0032","ZGZY-Juan02-markus_p0032","ZGZY-Juan02-markus","1","1","1","貞觀十七年","貞觀十七年(1)"
"Date","貞觀政要樣本","ZGZY_Juan02_markus_p0033","ZGZY-Juan02-markus_p0033","ZGZY-Juan02-markus","1","1","1","貞觀十八年","貞觀十八年(1)"
"Date","貞觀政要樣本","ZGZY_Juan02_markus_p0036","ZGZY-Juan02-markus_p0036","ZGZY-Juan02-markus","1","4","6","太上,貞觀二年,文德,皇初","太上(3),貞觀二年(1),文德(1),皇初(1)"
"Date","貞觀政要樣本","ZGZY_Juan02_markus_p0037","ZGZY-Juan02-markus_p0037","ZGZY-Juan02-markus","1","6","9","一年,二年,貞觀三年,八月九日,大寶,大有","一年(3),二年(2),貞觀三年(1),八月九日(1),大寶(1),大有(1)"
"Date","貞觀政要樣本","ZGZY_Juan02_markus_p0038","ZGZY-Juan02-markus_p0038","ZGZY-Juan02-markus","1","2","2","貞觀五年,崇德","貞觀五年(1),崇德(1)"
"Date","貞觀政要樣本","ZGZY_Juan02_markus_p0039","ZGZY-Juan02-markus_p0039","ZGZY-Juan02-markus","1","1","1","貞觀六年","貞觀六年(1)"
"Date","貞觀政要樣本","ZGZY_Juan02_markus_p0040","ZGZY-Juan02-markus_p0040","ZGZY-Juan02-markus","1","2","2","貞觀六年,十年","貞觀六年(1),十年(1)"
"Date","貞觀政要樣本","ZGZY_Juan02_markus_p0041","ZGZY-Juan02-markus_p0041","ZGZY-Juan02-markus","1","2","2","貞觀七年,武德","貞觀七年(1),武德(1)"
"Date","貞觀政要樣本","ZGZY_Juan02_markus_p0042","ZGZY-Juan02-markus_p0042","ZGZY-Juan02-markus","1","1","1","貞觀八年","貞觀八年(1)"
"Date","貞觀政要樣本","ZGZY_Juan02_markus_p0043","ZGZY-Juan02-markus_p0043","ZGZY-Juan02-markus","1","1","1","貞觀八年","貞觀八年(1)"
"Date","貞觀政要樣本","ZGZY_Juan02_markus_p0044","ZGZY-Juan02-markus_p0044","ZGZY-Juan02-markus","1","2","2","貞觀九年,貞觀十年","貞觀九年(1),貞觀十年(1)"
"Date","貞觀政要樣本","ZGZY_Juan02_markus_p0045","ZGZY-Juan02-markus_p0045","ZGZY-Juan02-markus","1","3","3","貞觀十年,太平,升平","貞觀十年(1),太平(1),升平(1)"
"Date","貞觀政要樣本","ZGZY_Juan02_markus_p0046","ZGZY-Juan02-markus_p0046","ZGZY-Juan02-markus","1","1","1","貞觀十一年","貞觀十一年(1)"
"Date","貞觀政要樣本","ZGZY_Juan02_markus_p0047","ZGZY-Juan02-markus_p0047","ZGZY-Juan02-markus","1","2","3","廣德,貞觀十一年","廣德(2),貞觀十一年(1)"
"Date","貞觀政要樣本","ZGZY_Juan02_markus_p0048","ZGZY-Juan02-markus_p0048","ZGZY-Juan02-markus","1","4","6","貞觀,貞觀十二年,三年,一二年","貞觀(3),貞觀十二年(1),三年(1),一二年(1)"
"Date","貞觀政要樣本","ZGZY_Juan02_markus_p0049","ZGZY-Juan02-markus_p0049","ZGZY-Juan02-markus","1","1","1","貞觀十二年","貞觀十二年(1)"
"Date","貞觀政要樣本","ZGZY_Juan03_markus_p0001","ZGZY-Juan03-markus_p0001","ZGZY-Juan03-markus","1","1","1","貞觀","貞觀(1)"
"Date","貞觀政要樣本","ZGZY_Juan03_markus_p0003","ZGZY-Juan03-markus_p0003","ZGZY-Juan03-markus","1","1","1","貞觀三年","貞觀三年(1)"
"Date","貞觀政要樣本","ZGZY_Juan03_markus_p0004","ZGZY-Juan03-markus_p0004","ZGZY-Juan03-markus","1","1","1","貞觀四年","貞觀四年(1)"
"Date","貞觀政要樣本","ZGZY_Juan03_markus_p0005","ZGZY-Juan03-markus_p0005","ZGZY-Juan03-markus","1","1","1","貞觀六年","貞觀六年(1)"
"Date","貞觀政要樣本","ZGZY_Juan03_markus_p0006","ZGZY-Juan03-markus_p0006","ZGZY-Juan03-markus","1","2","2","貞觀十四年,五年","貞觀十四年(1),五年(1)"
"Date","貞觀政要樣本","ZGZY_Juan03_markus_p0007","ZGZY-Juan03-markus_p0007","ZGZY-Juan03-markus","1","1","1","貞觀十五年","貞觀十五年(1)"
"Date","貞觀政要樣本","ZGZY_Juan03_markus_p0008","ZGZY-Juan03-markus_p0008","ZGZY-Juan03-markus","1","1","1","貞觀十七年","貞觀十七年(1)"
"Date","貞觀政要樣本","ZGZY_Juan03_markus_p0010","ZGZY-Juan03-markus_p0010","ZGZY-Juan03-markus","1","1","1","貞觀元年","貞觀元年(1)"
"Date","貞觀政要樣本","ZGZY_Juan03_markus_p0011","ZGZY-Juan03-markus_p0011","ZGZY-Juan03-markus","1","1","1","貞觀二年","貞觀二年(1)"
"Date","貞觀政要樣本","ZGZY_Juan03_markus_p0012","ZGZY-Juan03-markus_p0012","ZGZY-Juan03-markus","1","1","1","貞觀二年","貞觀二年(1)"
"Date","貞觀政要樣本","ZGZY_Juan03_markus_p0013","ZGZY-Juan03-markus_p0013","ZGZY-Juan03-markus","1","1","1","貞觀二年","貞觀二年(1)"
"Date","貞觀政要樣本","ZGZY_Juan03_markus_p0014","ZGZY-Juan03-markus_p0014","ZGZY-Juan03-markus","1","1","1","貞觀三年","貞觀三年(1)"
"Date","貞觀政要樣本","ZGZY_Juan03_markus_p0015","ZGZY-Juan03-markus_p0015","ZGZY-Juan03-markus","1","1","1","貞觀六年","貞觀六年(1)"
"Date","貞觀政要樣本","ZGZY_Juan03_markus_p0016","ZGZY-Juan03-markus_p0016","ZGZY-Juan03-markus","1","2","2","貞觀十一年,端拱","貞觀十一年(1),端拱(1)"
"Date","貞觀政要樣本","ZGZY_Juan03_markus_p0017","ZGZY-Juan03-markus_p0017","ZGZY-Juan03-markus","1","2","2","貞觀十一年,貞觀","貞觀十一年(1),貞觀(1)"
"Date","貞觀政要樣本","ZGZY_Juan03_markus_p0018","ZGZY-Juan03-markus_p0018","ZGZY-Juan03-markus","1","1","1","貞觀十三年","貞觀十三年(1)"
"Date","貞觀政要樣本","ZGZY_Juan03_markus_p0019","ZGZY-Juan03-markus_p0019","ZGZY-Juan03-markus","1","1","1","貞觀十四年","貞觀十四年(1)"
"Date","貞觀政要樣本","ZGZY_Juan03_markus_p0020","ZGZY-Juan03-markus_p0020","ZGZY-Juan03-markus","1","1","1","貞觀二十一年","貞觀二十一年(1)"
"Date","貞觀政要樣本","ZGZY_Juan03_markus_p0022","ZGZY-Juan03-markus_p0022","ZGZY-Juan03-markus","1","1","1","貞觀元年","貞觀元年(1)"
"Date","貞觀政要樣本","ZGZY_Juan03_markus_p0023","ZGZY-Juan03-markus_p0023","ZGZY-Juan03-markus","1","1","1","貞觀十一年","貞觀十一年(1)"
"LocName","貞觀政要樣本","ZGZY_Juan02_markus_p0005","ZGZY-Juan02-markus_p0005","ZGZY-Juan02-markus","1","7","7","齊州,臨淄,隰城,上郡,渭北,渭北道,陜東道","齊州(1),臨淄(1),隰城(1),上郡(1),渭北(1),渭北道(1),陜東道(1)"
"LocName","貞觀政要樣本","ZGZY_Juan02_markus_p0006","ZGZY-Juan02-markus_p0006","ZGZY-Juan02-markus","1","6","6","京兆,萬年,陜州,巨鹿,相州,臨黃","京兆(1),萬年(1),陜州(1),巨鹿(1),相州(1),臨黃(1)"
"LocName","貞觀政要樣本","ZGZY_Juan02_markus_p0007","ZGZY-Juan02-markus_p0007","ZGZY-Juan02-markus","1","3","3","太原,祁縣,嶲州","太原(1),祁縣(1),嶲州(1)"
"LocName","貞觀政要樣本","ZGZY_Juan02_markus_p0008","ZGZY-Juan02-markus_p0008","ZGZY-Juan02-markus","1","17","25","突厥,定襄,匈奴,鐵山,陰山,吐谷渾,揚州,京兆,三原,馬邑郡,渭水,太原,白道,江都,大漠,京城,積石","突厥(4),定襄(2),匈奴(2),鐵山(2),陰山(2),吐谷渾(2),揚州(1),京兆(1),三原(1),馬邑郡(1),渭水(1),太原(1),白道(1),江都(1),大漠(1),京城(1),積石(1)"
"LocName","貞觀政要樣本","ZGZY_Juan02_markus_p0009","ZGZY-Juan02-markus_p0009","ZGZY-Juan02-markus","1","4","4","會稽,餘姚,石渠,東觀","會稽(1),餘姚(1),石渠(1),東觀(1)"
"LocName","貞觀政要樣本","ZGZY_Juan02_markus_p0010","ZGZY-Juan02-markus_p0010","ZGZY-Juan02-markus","1","12","18","突厥,并州,長城,黎陽山,京師,並州,離狐,曹州,黎州,頡利,薛延陀,高麗","突厥(4),并州(3),長城(2),黎陽山(1),京師(1),並州(1),離狐(1),曹州(1),黎州(1),頡利(1),薛延陀(1),高麗(1)"
"LocName","貞觀政要樣本","ZGZY_Juan02_markus_p0011","ZGZY-Juan02-markus_p0011","ZGZY-Juan02-markus","1","3","3","博州,茌平,京師","博州(1),茌平(1),京師(1)"
"LocName","貞觀政要樣本","ZGZY_Juan02_markus_p0024","ZGZY-Juan02-markus_p0024","ZGZY-Juan02-markus","1","6","9","洛陽,東都,乾元殿,豫章,阿房,章華","洛陽(3),東都(2),乾元殿(1),豫章(1),阿房(1),章華(1)"
"LocName","貞觀政要樣本","ZGZY_Juan02_markus_p0025","ZGZY-Juan02-markus_p0025","ZGZY-Juan02-markus","1","1","1","齊","齊(1)"
"LocName","貞觀政要樣本","ZGZY_Juan02_markus_p0027","ZGZY-Juan02-markus_p0027","ZGZY-Juan02-markus","1","2","2","齊,蒲城","齊(1),蒲城(1)"
"LocName","貞觀政要樣本","ZGZY_Juan02_markus_p0028","ZGZY-Juan02-markus_p0028","ZGZY-Juan02-markus","1","1","1","九成宮","九成宮(1)"
"LocName","貞觀政要樣本","ZGZY_Juan02_markus_p0029","ZGZY-Juan02-markus_p0029","ZGZY-Juan02-markus","1","1","1","涼州","涼州(1)"
"LocName","貞觀政要樣本","ZGZY_Juan02_markus_p0030","ZGZY-Juan02-markus_p0030","ZGZY-Juan02-markus","1","1","1","陜縣","陜縣(1)"
"LocName","貞觀政要樣本","ZGZY_Juan02_markus_p0031","ZGZY-Juan02-markus_p0031","ZGZY-Juan02-markus","1","1","2","西域","西域(2)"
"LocName","貞觀政要樣本","ZGZY_Juan02_markus_p0036","ZGZY-Juan02-markus_p0036","ZGZY-Juan02-markus","1","1","1","萬年縣","萬年縣(1)"
"LocName","貞觀政要樣本","ZGZY_Juan02_markus_p0037","ZGZY-Juan02-markus_p0037","ZGZY-Juan02-markus","1","2","3","關中,關東","關中(2),關東(1)"
"LocName","貞觀政要樣本","ZGZY_Juan02_markus_p0038","ZGZY-Juan02-markus_p0038","ZGZY-Juan02-markus","1","1","1","連州","連州(1)"
"LocName","貞觀政要樣本","ZGZY_Juan02_markus_p0039","ZGZY-Juan02-markus_p0039","ZGZY-Juan02-markus","1","1","1","福祿","福祿(1)"
"LocName","貞觀政要樣本","ZGZY_Juan02_markus_p0041","ZGZY-Juan02-markus_p0041","ZGZY-Juan02-markus","1","1","1","蜀","蜀(1)"
"LocName","貞觀政要樣本","ZGZY_Juan02_markus_p0043","ZGZY-Juan02-markus_p0043","ZGZY-Juan02-markus","1","1","1","桂州","桂州(1)"
"LocName","貞觀政要樣本","ZGZY_Juan02_markus_p0044","ZGZY-Juan02-markus_p0044","ZGZY-Juan02-markus","1","1","2","突厥","突厥(2)"
"LocName","貞觀政要樣本","ZGZY_Juan02_markus_p0047","ZGZY-Juan02-markus_p0047","ZGZY-Juan02-markus","1","3","5","懷州,山東,洛陽","懷州(3),山東(1),洛陽(1)"
"LocName","貞觀政要樣本","ZGZY_Juan02_markus_p0048","ZGZY-Juan02-markus_p0048","ZGZY-Juan02-markus","1","4","4","無虞,蘭陵,徐州,陜縣","無虞(1),蘭陵(1),徐州(1),陜縣(1)"
"LocName","貞觀政要樣本","ZGZY_Juan02_markus_p0049","ZGZY-Juan02-markus_p0049","ZGZY-Juan02-markus","1","3","3","洛州,安定,德惠","洛州(1),安定(1),德惠(1)"
"LocName","貞觀政要樣本","ZGZY_Juan03_markus_p0020","ZGZY-Juan03-markus_p0020","ZGZY-Juan03-markus","1","2","2","京師,洛州","京師(1),洛州(1)"
"LocName","貞觀政要樣本","ZGZY_Juan03_markus_p0023","ZGZY-Juan03-markus_p0023","ZGZY-Juan03-markus","1","6","6","荊州,安州,趙州,宋州,南陽,萊蕪","荊州(1),安州(1),趙州(1),宋州(1),南陽(1),萊蕪(1)"
"Office","貞觀政要樣本","ZGZY_Juan02_markus_p0005","ZGZY-Juan02-markus_p0005","ZGZY-Juan02-markus","1","15","16","監修國史,太子左庶子,幕府,王府記室,大行臺考功郎中,管記,春宮,行軍記室參軍,中書令,尚書左僕射,尉,梁國公,太子少師,端揆,司空","監修國史(2),太子左庶子(1),幕府(1),王府記室(1),大行臺考功郎中(1),管記(1),春宮(1),行軍記室參軍(1),中書令(1),尚書左僕射(1),尉(1),梁國公(1),太子少師(1),端揆(1),司空(1)"
"Office","貞觀政要樣本","ZGZY_Juan02_markus_p0006","ZGZY-Juan02-markus_p0006","ZGZY-Juan02-markus","1","21","23","皇太子,侍中,鄭國公,天策府從事中郎,文學館學士,太子洗馬,府兵曹參軍,諫議大夫,秘書監,記室,總管府長史,散官,特進,知門下省事,皇孫,春宮,太子太師,知門下事,太子,中使,司空","皇太子(2),侍中(2),鄭國公(1),天策府從事中郎(1),文學館學士(1),太子洗馬(1),府兵曹參軍(1),諫議大夫(1),秘書監(1),記室(1),總管府長史(1),散官(1),特進(1),知門下省事(1),皇孫(1),春宮(1),太子太師(1),知門下事(1),太子(1),中使(1),司空(1)"
"Office","貞觀政要樣本","ZGZY_Juan02_markus_p0007","ZGZY-Juan02-markus_p0007","ZGZY-Juan02-markus","1","7","7","中允,諫議大夫,諫官,黃門侍郎,參預政事,太子右庶子,侍中","中允(1),諫議大夫(1),諫官(1),黃門侍郎(1),參預政事(1),太子右庶子(1),侍中(1)"
"Office","貞觀政要樣本","ZGZY_Juan02_markus_p0008","ZGZY-Juan02-markus_p0008","ZGZY-Juan02-markus","1","18","19","總管,鴻臚卿,大都督府長史,刑部尚書,檢校,中書令,兵部尚書,丞,代國公,留守,戶部尚書,將軍,副將,使者,光祿大夫,尚書右僕射,大總管,衛國公","總管(2),鴻臚卿(1),大都督府長史(1),刑部尚書(1),檢校(1),中書令(1),兵部尚書(1),丞(1),代國公(1),留守(1),戶部尚書(1),將軍(1),副將(1),使者(1),光祿大夫(1),尚書右僕射(1),大總管(1),衛國公(1)"
"Office","貞觀政要樣本","ZGZY_Juan02_markus_p0009","ZGZY-Juan02-markus_p0009","ZGZY-Juan02-markus","1","5","5","文館,記室,秘書監,禮部尚書,起居","文館(1),記室(1),秘書監(1),禮部尚書(1),起居(1)"
"Office","貞觀政要樣本","ZGZY_Juan02_markus_p0010","ZGZY-Juan02-markus_p0010","ZGZY-Juan02-markus","1","16","18","長史,知政事,三軍,總管,舒國公,散騎常侍,右武侯,大將軍,左武侯大將軍,都督,大都督府,兵部尚書,使者,春宮,太子詹事,特進","長史(2),知政事(2),三軍(1),總管(1),舒國公(1),散騎常侍(1),右武侯(1),大將軍(1),左武侯大將軍(1),都督(1),大都督府(1),兵部尚書(1),使者(1),春宮(1),太子詹事(1),特進(1)"
"Office","貞觀政要樣本","ZGZY_Juan02_markus_p0011","ZGZY-Juan02-markus_p0011","ZGZY-Juan02-markus","1","7","7","中郎將,直門下省,監察御史,中書舍人,中書令,太子左庶子,吏部尚書","中郎將(1),直門下省(1),監察御史(1),中書舍人(1),中書令(1),太子左庶子(1),吏部尚書(1)"
"Office","貞觀政要樣本","ZGZY_Juan02_markus_p0014","ZGZY-Juan02-markus_p0014","ZGZY-Juan02-markus","1","4","4","諫議大夫,爭臣,宰相,諫官","諫議大夫(1),爭臣(1),宰相(1),諫官(1)"
"Office","貞觀政要樣本","ZGZY_Juan02_markus_p0015","ZGZY-Juan02-markus_p0015","ZGZY-Juan02-markus","1","3","5","太子,司空,三公","太子(3),司空(1),三公(1)"
"Office","貞觀政要樣本","ZGZY_Juan02_markus_p0020","ZGZY-Juan02-markus_p0020","ZGZY-Juan02-markus","1","1","1","諫議大夫","諫議大夫(1)"
"Office","貞觀政要樣本","ZGZY_Juan02_markus_p0022","ZGZY-Juan02-markus_p0022","ZGZY-Juan02-markus","1","2","3","美人,黃門侍郎","美人(2),黃門侍郎(1)"
"Office","貞觀政要樣本","ZGZY_Juan02_markus_p0023","ZGZY-Juan02-markus_p0023","ZGZY-Juan02-markus","1","1","1","司空","司空(1)"
"Office","貞觀政要樣本","ZGZY_Juan02_markus_p0024","ZGZY-Juan02-markus_p0024","ZGZY-Juan02-markus","1","1","1","給事中","給事中(1)"
"Office","貞觀政要樣本","ZGZY_Juan02_markus_p0025","ZGZY-Juan02-markus_p0025","ZGZY-Juan02-markus","1","2","2","宮人,皇后","宮人(1),皇后(1)"
"Office","貞觀政要樣本","ZGZY_Juan02_markus_p0026","ZGZY-Juan02-markus_p0026","ZGZY-Juan02-markus","1","4","4","御史大夫,中書侍郎,秘書少監,著作郎","御史大夫(1),中書侍郎(1),秘書少監(1),著作郎(1)"
"Office","貞觀政要樣本","ZGZY_Juan02_markus_p0027","ZGZY-Juan02-markus_p0027","ZGZY-Juan02-markus","1","1","1","太常卿","太常卿(1)"
"Office","貞觀政要樣本","ZGZY_Juan02_markus_p0028","ZGZY-Juan02-markus_p0028","ZGZY-Juan02-markus","1","1","1","散騎常侍","散騎常侍(1)"
"Office","貞觀政要樣本","ZGZY_Juan02_markus_p0029","ZGZY-Juan02-markus_p0029","ZGZY-Juan02-markus","1","3","3","都督,臺使,使者","都督(1),臺使(1),使者(1)"
"Office","貞觀政要樣本","ZGZY_Juan02_markus_p0030","ZGZY-Juan02-markus_p0030","ZGZY-Juan02-markus","1","1","1","侍中","侍中(1)"
"Office","貞觀政要樣本","ZGZY_Juan02_markus_p0031","ZGZY-Juan02-markus_p0031","ZGZY-Juan02-markus","1","1","1","鸞輿","鸞輿(1)"
"Office","貞觀政要樣本","ZGZY_Juan02_markus_p0032","ZGZY-Juan02-markus_p0032","ZGZY-Juan02-markus","1","1","1","太子右庶子","太子右庶子(1)"
"Office","貞觀政要樣本","ZGZY_Juan02_markus_p0033","ZGZY-Juan02-markus_p0033","ZGZY-Juan02-markus","1","1","1","黃門侍郎","黃門侍郎(1)"
"Office","貞觀政要樣本","ZGZY_Juan02_markus_p0034","ZGZY-Juan02-markus_p0034","ZGZY-Juan02-markus","1","5","7","皇太子,太子,西監,朝堂,司徒","皇太子(2),太子(2),西監(1),朝堂(1),司徒(1)"
"Office","貞觀政要樣本","ZGZY_Juan02_markus_p0036","ZGZY-Juan02-markus_p0036","ZGZY-Juan02-markus","1","10","10","通事舍人,皇后,左僕射,中書令,禮部尚書,御史大夫,時相,大臣,太子舍人,東宮","通事舍人(1),皇后(1),左僕射(1),中書令(1),禮部尚書(1),御史大夫(1),時相(1),大臣(1),太子舍人(1),東宮(1)"
"Office","貞觀政要樣本","ZGZY_Juan02_markus_p0037","ZGZY-Juan02-markus_p0037","ZGZY-Juan02-markus","1","7","7","給事中,右僕射,衛士,官人,秦王,刺史,縣令","給事中(1),右僕射(1),衛士(1),官人(1),秦王(1),刺史(1),縣令(1)"
